703,MatchKing (#2230),Sierra,25,0.308,14,200,1.393,0.285
704,MatchKing,Sierra,25,0.308,14,210,1.478,0.316
705,MatchKing,Sierra,25,0.308,14,220,1.489,0.31
706,MatchKing,Sierra,25,0.308,14,240,1.591,0.331
707,GameKing,Sierra,25,0.338,24,250,1.425,0.266
708,MatchKing,Sierra,25,0.338,24,250,1.555,0.314
709,MatchKing,Sierra,25,0.338,24,300,1.7,0.381
710,GameKing,Sierra,25,0.375,30,300,1.372,0.239
711,MatchKing,Sierra,25,0.375,30,350,1.783,0.38
712,Scirocco,Swift,78,0.257,8,100,1.123,0.173
713,Scirocco,Swift,78,0.264,9,130,1.357,0.251
714,A Frame,Swift,78,0.277,11,140,1.17,0.172
715,A Frame,Swift,78,0.277,11,150,1.239,0.186
716,Scirocco,Swift,78,0.308,14,150,1.272,0.2
717,Scirocco,Swift,78,0.308,14,165,1.348,0.221
718,Scirocco,Swift,78,0.308,14,180,1.438,0.246
719,Gamme XTLD (TPM338XTLD),TPM,201,0.338,24,266,1.89,0.415
720,BTHP,Vapor Trail,202,0.243,7,103,1.218,0.26
721,Flat Line,Warner Tool,203,0.264,9,121,1.462,0.318
722,Flat Line,Warner Tool,203,0.264,9,123,1.45,0.32
723,Flat Line,Warner Tool,203,0.284,12,151,1.153,0.334
724,Flat Line,Warner Tool,203,0.308,14,155,1.144,0.27
725,Flat Line,Warner Tool,203,0.308,14,160,1.139,0.291
726,Flat Line,Warner Tool,203,0.308,14,180,1.161,0.351
727,Flat Line,Warner Tool,203,0.308,14,198,1.18,0.43
728,Flat Line,Warner Tool,203,0.338,24,256,1.19,0.45
729,Flat Line,Warner Tool,203,0.338,24,285,2.05,0.484
730,Flat Line,Warner Tool,203,0.375,30,361,2.2,0.494
731,Flat Line,Warner Tool,203,0.375,30,400,2.35,0.552
732,ULD,Wildcut,204,0.284,12,200,1.602,0.36
733,LR-AT,Windcut,205,0.308,14,184,1.574,0.295
734,ELR,Windcut,205,0.338,24,325,2.204,0.512
735,125gr Rangemaster,Peregrine,123,0.264,9,125,1.439,0.716
