162,SPT,Sierra,25,0.224,5,45,0.21,0,0,0,0,0,0,0,0,0,0
163,SMP,Sierra,25,0.224,5,45,0.165,0,0,0,0,0,0,0,0,0,0
164,Hornet,Sierra,25,0.224,5,45,0.131,0,0,0,0,0,0,0,0,0,0
165,Blitz,Sierra,25,0.224,5,50,0.222,0,0,0,0,0,0,0,0,0,0
166,SPT,Sierra,25,0.224,5,50,0.222,0,0,0,0,0,0,0,0,0,0
167,SMP,Sierra,25,0.224,5,50,0.192,0,0,0,0,0,0,0,0,0,0
168,BlitzKing,Sierra,25,0.224,5,50,0.248,0,3300,0.243,2975,0.232,2350,0.222,1925,0.203,1800
169,HPBT MK,Sierra,25,0.224,5,52,0.225,0.698,3000,0.218,2600,0.212,2200,0,0,0,0
170,HP MK,Sierra,25,0.224,5,53,0.214,0.701,0,0,0,0,0,0,0,0,0
171,FMJBT,Sierra,25,0.224,5,55,0.272,0.752,0,0,0,0,0,0,0,0,0
172,Blitz,Sierra,25,0.224,5,55,0.237,0,0,0,0,0,0,0,0,0,0
173,BlitzKing,Sierra,25,0.224,5,55,0.271,0,3100,0.264,2825,0.25,2300,0.236,1925,0.224,1800
174,SBT GameKing,Sierra,25,0.224,5,55,0.25,0.724,3000,0.245,2500,0.235,2000,0,0,0,0
175,SPT,Sierra,25,0.224,5,55,0.237,0.715,0,0,0,0,0,0,0,0,0
176,SMP,Sierra,25,0.224,5,55,0.204,0,0,0,0,0,0,0,0,0,0
177,HPBT,Sierra,25,0.224,5,55,0.185,0.715,0,0,0,0,0,0,0,0,0
178,HP,Sierra,25,0.224,5,60,0.246,0,0,0,0,0,0,0,0,0,0
179,Tipped MatchKing (TMK),Sierra,25,0.224,5,60,0.323,0.897,2700,0.313,2325,0.253,1700,0,0,0,0
180,SMP,Sierra,25,0.224,5,63,0.231,0,0,0,0,0,0,0,0,0,0
181,Tipped GameKing (TGK),Sierra,25,0.224,5,64,0.323,0,1900,0.305,1700,0.27,1500,0,0,0,0
182,SBT GameKing,Sierra,25,0.224,5,65,0.303,0.854,2750,0.297,2300,0.27,1150,0,0,0,0
183,Tipped MatchKing (TMK),Sierra,25,0.224,5,69,0.375,0.982,2700,0.365,2325,0.305,1700,0,0,0,0
184,HPBT MK,Sierra,25,0.224,5,69,0.301,0.9,2800,0.305,2500,0.317,2200,0,0,0,0
185,Tipped MatchKing (TMK),Sierra,25,0.224,5,77,0.42,1.066,2400,0.415,1875,0.38,1750,0,0,0,0
186,HPBT MatchKing,Sierra,25,0.224,5,77,0.372,0.994,3000,0.362,2750,0.343,1700,0,0,0,0
187,HPBT MatchKing,Sierra,25,0.224,5,80,0.461,1.066,2100,0.353,1925,0.42,1750,0,0,0,0
188,HPBT MatchKing,Sierra,25,0.224,5,90,0.563,1.171,2080,0.55,1860,0.48,1640,0,0,0,0
189,HPBT MatchKing,Sierra,25,0.224,5,95,0.6,1.2986,1600,0.556,1520,0.506,1400,0,0,0,0
190,TNT Green,Speer,49,0.224,5,30,0.091,0,0,0,0,0,0,0,0,0,0
191,TNT HP,Speer,49,0.224,5,33,0.08,0,0,0,0,0,0,0,0,0,0
192,TNT HP,Speer,49,0.224,5,40,0.08,0,0,0,0,0,0,0,0,0,0
193,Spire,Speer,49,0.224,5,40,0.144,0,0,0,0,0,0,0,0,0,0
194,TNT Green,Speer,49,0.224,5,43,0.15,0,0,0,0,0,0,0,0,0,0
195,Spitz,Speer,49,0.224,5,45,0.143,0,0,0,0,0,0,0,0,0,0
196,FN Bee,Speer,49,0.224,5,46,0.087,0,0,0,0,0,0,0,0,0,0
197,TNT Green,Speer,49,0.224,5,50,0.19,0,0,0,0,0,0,0,0,0,0
198,TBBC,Speer,49,0.224,5,50,0.201,0,0,0,0,0,0,0,0,0,0
199,Spitz,Speer,49,0.224,5,50,0.207,0,0,0,0,0,0,0,0,0,0
200,TNT HP,Speer,49,0.224,5,50,0.228,0,0,0,0,0,0,0,0,0,0
201,HP,Speer,49,0.224,5,52,0.168,0,0,0,0,0,0,0,0,0,0
202,HPBT Match,Speer,49,0.224,5,52,0.23,0,0,0,0,0,0,0,0,0,0
203,FMJ BT,Speer,49,0.224,5,55,0.269,0.743,0,0,0,0,0,0,0,0,0
204,Spitz,Speer,49,0.224,5,55,0.212,0.743,0,0,0,0,0,0,0,0,0
205,Spitz w/c,Speer,49,0.224,5,55,0.212,0.743,0,0,0,0,0,0,0,0,0
206,TNT HP,Speer,49,0.224,5,55,0.233,0.743,0,0,0,0,0,0,0,0,0
207,FMJ BT,Speer,49,0.224,5,62,0.307,0.8,0,0,0,0,0,0,0,0,0
208,Gold Dot,Speer,49,0.224,5,55,0.25,0.743,0,0,0,0,0,0,0,0,0
209,Gold Dot,Speer,49,0.224,5,62,0.31,0.85,0,0,0,0,0,0,0,0,0
210,Gold Dot,Speer,49,0.224,5,75,0.411,1.085,0,0,0,0,0,0,0,0,0
211,Varmint Soft Point (1053),Speer,49,0.224,5,70,0.214,0.79,0,0,0,0,0,0,0,0,0
212,Scirocco,Swift,78,0.224,5,62,0.307,0.928,0,0,0,0,0,0,0,0,0
213,Scirocco,Swift,78,0.224,5,75,0.419,1.085,0,0,0,0,0,0,0,0,0
214,TLR,Yew Tree Fieldsports,112,0.224,5,53,0.395,0.956,2873,0.31,2722,0.29,2463,0.23,1997,0,0
215,SP,Hornady,3,0.227,6,70,0.296,0,0,0,0,0,0,0,0,0,0
216,VMTR,Barnes,33,0.243,7,58,0.191,0,0,0,0,0,0,0,0,0,0
217,VG FB,Barnes,33,0.243,7,62,0.199,0,0,0,0,0,0,0,0,0,0
218,Match Burner,Barnes,33,0.243,7,68,0.267,0.842,0,0,0,0,0,0,0,0,0
219,VMTR,Barnes,33,0.243,7,72,0.244,0,0,0,0,0,0,0,0,0,0
220,Solid BT,Barnes,33,0.243,7,75,0.341,0,0,0,0,0,0,0,0,0,0
221,TTSX BT,Barnes,33,0.243,7,80,0.331,1.081,0,0,0,0,0,0,0,0,0
222,TSX,Barnes,33,0.243,7,85,0.333,1.063,0,0,0,0,0,0,0,0,0
223,LRX,Barnes,33,0.243,7,95,0.436,1.27,0,0,0,0,0,0,0,0,0
224,XLC,Barnes,33,0.243,7,95,0.398,0,0,0,0,0,0,0,0,0,0
225,Match Burner,Barnes,33,0.243,7,105,0.511,1.199,0,0,0,0,0,0,0,0,0
226,Match Burner,Barnes,33,0.243,7,112,0.624,1.331,0,0,0,0,0,0,0,0,0
227,RNSP,Barnes,33,0.243,7,115,0.322,0,0,0,0,0,0,0,0,0,0
228,Match Burner,Barnes,33,0.243,7,68,0.267,0.842,0,0,0,0,0,0,0,0,0
229,Match Burner,Barnes,33,0.243,7,105,0.511,1.199,0,0,0,0,0,0,0,0,0
230,Match Burner,Barnes,33,0.243,7,112,0.624,1.331,0,0,0,0,0,0,0,0,0
231,Match,Berger,40,0.243,7,60,0.242,0,0,0,0,0,0,0,0,0,0
232,Match/Varmint,Berger,40,0.243,7,60,0.236,0,0,0,0,0,0,0,0,0,0
233,Match,Berger,40,0.243,7,62,0.237,0,0,0,0,0,0,0,0,0,0
234,BR COLUMN Target,Berger,40,0.243,7,64,0.231,0.81,0,0,0,0,0,0,0,0,0
235,Match,Berger,40,0.243,7,65,0.269,0,0,0,0,0,0,0,0,0,0
236,Match BT,Berger,40,0.243,7,65,0.27,0,0,0,0,0,0,0,0,0,0
237,LD Match/Varmint,Berger,40,0.243,7,66,0.277,0,0,0,0,0,0,0,0,0,0
238,Match,Berger,40,0.243,7,68,0.28,0,0,0,0,0,0,0,0,0,0
239,Match/Varmint,Berger,40,0.243,7,68,0.224,0,0,0,0,0,0,0,0,0,0
240,LD Match/Varmint,Berger,40,0.243,7,69,0.291,0,0,0,0,0,0,0,0,0,0
241,Match,Berger,40,0.243,7,70,0.277,0,0,0,0,0,0,0,0,0,0
242,Match/Varmint,Berger,40,0.243,7,70,0.278,0,0,0,0,0,0,0,0,0,0
243,Match BT,Berger,40,0.243,7,71,0.341,0,0,0,0,0,0,0,0,0,0
244,BT MEF,Berger,40,0.243,7,71,0.287,0,0,0,0,0,0,0,0,0,0
245,Match,Berger,40,0.243,7,74,0.3,0,0,0,0,0,0,0,0,0,0
246,Match,Berger,40,0.243,7,80,0.324,0,0,0,0,0,0,0,0,0,0
247,Match/Varmint,Berger,40,0.243,7,80,0.306,0,0,0,0,0,0,0,0,0,0
248,LD Match/Varmint,Berger,40,0.243,7,88,0.391,0,0,0,0,0,0,0,0,0,0
249,Match BT,Berger,40,0.243,7,90,0.41,0,0,0,0,0,0,0,0,0,0
250,Match Hunting VLD,Berger,40,0.243,7,95,0.486,0,0,0,0,0,0,0,0,0,0
251,Match VLD,Berger,40,0.243,7,95,0.486,0,0,0,0,0,0,0,0,0,0
252,Match BT,Berger,40,0.243,7,105,0.493,0,0,0,0,0,0,0,0,0,0
253,Match Hunting VLD,Berger,40,0.243,7,105,0.532,0,0,0,0,0,0,0,0,0,0
254,Match VLD,Berger,40,0.243,7,105,0.532,0,0,0,0,0,0,0,0,0,0
255,Match,Berger,40,0.243,7,108,0.511,0,0,0,0,0,0,0,0,0,0
256,Match Hunting VLD,Berger,40,0.243,7,115,0.551,0,0,0,0,0,0,0,0,0,0
257,VLD,Berger,40,0.243,7,115,0.551,0,0,0,0,0,0,0,0,0,0
258,TMT,Cavity Back,113,0.243,7,92,0.5,1.267,0,0,0,0,0,0,0,0,0
259,MKZ,Cavity Back,113,0.243,7,92,0.47,1.222,0,0,0,0,0,0,0,0,0
260,Hunting,Hasler,77,0.243,7,80,0.37,0,0,0,0,0,0,0,0,0,0
261,Hunting Ariete,Hasler,77,0.243,7,77,0.36,0,0,0,0,0,0,0,0,0,0
262,V-MAX,Hornady,3,0.243,7,58,0.25,0,0,0,0,0,0,0,0,0,0
263,V-MAX,Hornady,3,0.243,7,65,0.28,0,0,0,0,0,0,0,0,0,0
264,SXSP,Hornady,3,0.243,7,70,0.269,0,0,0,0,0,0,0,0,0,0
265,SP,Hornady,3,0.243,7,70,0.262,0,0,0,0,0,0,0,0,0,0
266,HP,Hornady,3,0.243,7,75,0.294,0,0,0,0,0,0,0,0,0,0
267,V-MAX,Hornady,3,0.243,7,75,0.33,0,0,0,0,0,0,0,0,0,0
268,CX,Hornady,3,0.243,7,80,0.273,1.102,0,0,0,0,0,0,0,0,0
269,SSSP,Hornady,3,0.243,7,80,0.283,0,0,0,0,0,0,0,0,0,0
270,Interbond,Hornady,3,0.243,7,85,0.395,0,0,0,0,0,0,0,0,0,0
271,FMJ,Hornady,3,0.243,7,80,0.261,0,0,0,0,0,0,0,0,0,0
272,BTHP,Hornady,3,0.243,7,87,0.376,0,0,0,0,0,0,0,0,0,0
273,SP,Hornady,3,0.243,7,87,0.327,0,0,0,0,0,0,0,0,0,0
274,V-MAX,Hornady,3,0.243,7,87,0.4,0,0,0,0,0,0,0,0,0,0
275,CX,Hornady,3,0.243,7,90,0.418,0,0,0,0,0,0,0,0,0,0
276,SST,Hornady,3,0.243,7,95,0.335,0,0,0,0,0,0,0,0,0,0
277,BTSP,Hornady,3,0.243,7,100,0.405,0,0,0,0,0,0,0,0,0,0
278,SP,Hornady,3,0.243,7,100,0.381,0,0,0,0,0,0,0,0,0,0
279,RN,Hornady,3,0.243,7,100,0.23,0,0,0,0,0,0,0,0,0,0
280,A-MAX,Hornady,3,0.243,7,105,0.5,0,0,0,0,0,0,0,0,0,0
281,ELD-X,Hornady,3,0.243,7,103,0.512,1.261,0,0,0,0,0,0,0,0,0
282,BTHP Match,Hornady,3,0.243,7,105,0.53,1.222,0,0,0,0,0,0,0,0,0
283,ELD Match,Hornady,3,0.243,7,108,0.536,1.273,0,0,0,0,0,0,0,0,0
284,HP,Lapua,20,0.243,7,77,0.34,0,0,0,0,0,0,0,0,0,0
285,HP Silver,Lapua,20,0.243,7,77,0.34,0,0,0,0,0,0,0,0,0,0
286,FMJBT,Lapua,20,0.243,7,90,0.387,0,0,0,0,0,0,0,0,0,0
287,Naturalis,Lapua,20,0.243,7,90,0.23,0,0,0,0,0,0,0,0,0,0
288,Scenar GB493,Lapua,20,0.243,7,90,0.434,0,0,0,0,0,0,0,0,0,0
289,Scenar Silver,Lapua,20,0.243,7,90,0.42,0,0,0,0,0,0,0,0,0,0
